activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Briefing van de Algemene Rekenkamer over het Verantwoordingsonderzoek over 2020,Wopke Hoekstra,2021-05-19,Den Haag,,Gesprek,/actueel/agenda/2021/05/19/briefing-van-de-algemene-rekenkamer-over-het-verantwoordingsonderzoek-over-2020
Gesprek met Duitse minister van Economie en Energie,,2021-05-19,via communicatietechnologie,,NA,/actueel/agenda/2021/05/19/gesprek-met-duitse-minister-van-economie-en-energie
Gesprek met ondertekenaars petitie sterke encryptie,,2021-05-19,via communicatietechnologie,,NA,/actueel/agenda/2021/05/19/gesprek-met-ondertekenaars-petitie-sterke-encryptie
In ontvangst name rappport verkenning Nederlands onderzoeksconsortium proefdiervrije innovaties,Carola Schouten,2021-05-19,via communicatietechnologie,Minister Schouten neemt het rappport 'Transitie Proefdiervrije Innovaties TPI' in ontvangst.,Evenement,/actueel/agenda/2021/05/19/in-ontvangst-name-rappport-verkenning-nederlands-onderzoeksconsortium-proefdiervrije-innovaties-transitie-proefdiervrije-innovaties-tpi
Gesprek met directeur IMK over MKB Noodlijn en hulp aan ondernemers,,2021-05-19,via communicatietechnologie,,NA,/actueel/agenda/2021/05/19/gesprek-met-directeur-imk-over-mkb-noodlijn-en-hulp-aan-ondernemers
In ontvangst name rapport 'De kracht om door te zetten in de praktijk',,2021-05-20,Via communicatietechnologie,Staatssecretaris Blokhuis neemt het rapport ‘De kracht om door te zetten in de praktijk’ over thuiszitters in ontvangst.,NA,/actueel/agenda/2021/05/20/in-ontvangst-name-rapport-de-kracht-om-door-te-zetten-in-de-praktijk
European Maritime Day,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/european-maritime-day
Gesprek over pensioen,,2021-05-20,Den Haag,Minister Koolmees gaat in gesprek met vertegenwoordigers van de Vakcentrale voor professionals (VCP) over pensioenen.,NA,/actueel/agenda/2021/05/20/gesprek-over-pensioen
Programma Handhaving en gedrag,,2021-05-20,Via Communicatietechnologie,Minister Koolmees opent het webinar over het programma “Handhaving en gedrag”.,NA,/actueel/agenda/2021/05/20/programma-handhaving-en-gedragsbeinvloeding
Wethoudersbijeenkomst,,2021-05-20,Via Communicatietechnologie,Minister Koolmees neemt deel aan de wethoudersbijeenkomst met 35 wethouders van de (centrumgemeenten van de) arbeidsmarktregio’s ...,NA,/actueel/agenda/2021/05/20/wethoudersbijeenkomst
Gesprek over landelijke opvolging maatregelen uit inspectierapport Hümeyra,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/gesprek-over-landelijke-opvolging-maatregelen-uit-inspectierapport-humeyra
2-minuten debat 'Acties lood in drinkwater',Kajsa Ollongren,2021-05-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/20/2-minuten-debat-acties-lood-in-drinkwater
in ontvangst name SER rapport 'werken in de zorg',,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/in-ontvangst-name-ser-rapport-werken-in-de-zorg
Gesprek met directeur-generaal van de Internationale Organisatie van Migratie (IOM),,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/gesprek-met-directeur-generaal-van-de-internationale-organisatie-van-migratie-iom
Bestuurlijk overleg Leefomgeving Oost,Kajsa Ollongren,2021-05-20,via communicatietechnologie,Minister Ollongren heeft een bestuurlijk overleg Leefomgeving Oost met staatssecretaris I&W.,Bestuurlijk overleg,/actueel/agenda/2021/05/20/bestuurlijk-overleg-leefomgeving-oost
Gesprek over Private Koepel,,2021-05-20,via communicatietechnologie,Gesprek met de voorzitter van de Nederlandse Vereniging van Banken (NVB) over Private Koepel.,NA,/actueel/agenda/2021/05/20/gesprek-over-private-koepel
Kennismakingsgesprek met nieuwe voorzitter PO-raad,,2021-05-20,Den Haag,,NA,/actueel/agenda/2021/05/20/kennismakingsgesprek-met-nieuwe-voorzitter-po-raad
Gesprek met voorzitter en griffier Eerste Kamer,Mark Rutte,2021-05-20,Eerste Kamer,"Gesprek met dhr. Bruijn, voorzitter en dhr. Nehmelman, griffier van de Eerste Kamer.",Gesprek,/actueel/agenda/2021/05/20/gesprek-met-voorzitter-en-griffier-eerste-kamer
Gesprek met kabinetschef van EU- commissaris voor klimaat,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/gesprek-met-kabinetschef-van-eu--commissaris-voor-klimaat
Commissiedebat bescherming persoonsgegevens,,2021-05-20,Tweede Kamer,,NA,/actueel/agenda/2021/05/20/commissiedebat-bescherming-persoonsgegevens
Werkbezoek bibliotheek Den Haag,,2021-05-20,Den Haag,Minister Van Engelshoven bezoekt de Openbare Bibliotheek van Den Haag vanwege de heropening van de bibliotheken.,NA,/actueel/agenda/2021/05/20/werkbezoek-bibliotheek-den-haag
"Gesprek staatsecretaris Broekers-Knol, minister Blok en burgemeester van Rotterdam",,2021-05-20,Den Haag,,NA,/actueel/agenda/2021/05/20/gesprek-staatsecretaris-broekers-knol-minister-blok-en-burgemeester-van-rotterdam
Strategisch Beraad Veiligheid,"Kajsa Ollongren,",2021-05-20,via communicatietechnologie,Minister Ollongren en minister Grapperhaus nemen deel aan het Strategisch Beraad Veiligheid.,Bestuurlijk overleg,/actueel/agenda/2021/05/20/strategisch-beraad-veiligheid
Gesprek over transitie financieel toetsingskader,,2021-05-20,via communicatietechnologie,Gesprek met  vertegenwoordigers van De Nederlandsche Bank (DNB) over Transitie FTK (financieel toetsingskader).,NA,/actueel/agenda/2021/05/20/gesprek-over-transitie-financieel-toetsingskader
VAO Dierproeven,,2021-05-20,Den Haag,,NA,/actueel/agenda/2021/05/20/vao-dierproeven
Oudergesprekken,Alexandra van Huffelen,2021-05-20,Delfshaven,,Gesprek,/actueel/agenda/2021/05/20/oudergesprekken
Bewindspersonenoverleg toegangstesten,,2021-05-20,via communicatietechnologie,Bewindspersonenoverleg over de inzet van toegangstesten in verschillende sectoren.,NA,/actueel/agenda/2021/05/20/bewindspersonenoverleg-toegangstesten
Gesprek met Boeddhistische Unie Nederland,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/gesprek-met-boeddhistische-unie-nederland
Gesprek energietransitie gebouwde omgeving,Kajsa Ollongren,2021-05-20,via communicatietechnologie,Minister Ollongren heeft een gesprek met vrouwen over energietransitie in de gebouwde omgeving.,Gesprek,/actueel/agenda/2021/05/20/gesprek-energietransitie-gebouwde-omgeving
Bewindspersonenoverleg over begeleidingscapaciteit stages in de zorg,,2021-05-20,via communicatietechnologie,Minister Van Engelshoven en Minister Van Ark voeren een overleg over de begeleidingscapaciteit van stages in de zorgsector.,NA,/actueel/agenda/2021/05/20/bewindspersonenoverleg-over-begeleidingscapaciteit-stages-in-de-zorg
Collegetour,,2021-05-20,via communicatietechnologie,"Minister Van Engelshoven is bij het college van studenten Werktuigbouwkunde van de Hogeschool Utrecht, om te zien hoe onderwijs ...",NA,/actueel/agenda/2021/05/20/collegetour
VSO Voorhang concept-amvb Besluit uitvoering Crisis- en herstelwet,Kajsa Ollongren,2021-05-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/20/vso-voorhang-concept-amvb-besluit-uitvoering-crisis--en-herstelwet
Gesprek met voorzitter van Aedes,,2021-05-20,via communicatietechnologie,"Staatssecretaris Blokhuis spreekt met Martin van Rijn, voorzitter van Aedes, over dak- en thuisloosheid.",NA,/actueel/agenda/2021/05/20/gesprek-met-voorzitter-van-aedes
Algemeen overleg Eurogroep / Ecofinraad,"Wopke Hoekstra, Hans Vijlbrief",2021-05-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/20/algemeen-overleg-eurogroep---ecofinraad
Congres lokale samenwerking,Kajsa Ollongren,2021-05-20,via communicatietechnologie,"Minister Ollongren spreekt via een videoboodschap op het congres lokale samenwerking; congres van BZK, Aedes, VNG en de Woonbond.",Evenement,/actueel/agenda/2021/05/20/congres-lokale-samenwerking
Gesprek met vertegenwoordigers uit Sterk Techniekonderwijs regio’s,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/gesprek-met-vertegenwoordigers-uit-sterk-techniekonderwijs-regios
Bestuurlijk overleg actieprogramma Dak- en Thuisloze jongeren,,2021-05-20,via communicatietechnologie,,NA,/actueel/agenda/2021/05/20/bestuurlijk-overleg-actieprogramma-dak--en-thuisloze-jongeren
2-minuten debat Klimaatakkoord gebouwde omgeving,Kajsa Ollongren,2021-05-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/20/2-minuten-debat-klimaatakkoord-gebouwde-omgeving
Gesprek Jongerenpanel van Actieprogramma Dak- en Thuisloze Jongeren,,2021-05-20,via communicatietechnologie,,Gesprek,/actueel/agenda/2021/05/20/gesprek-jongerenpanel-van-actieprogramma-dak--en-thuisloze-jongeren
VAO Gewasbeschermingsmiddelen,,2021-05-20,Den Haag,Staatssecretaris Van Veldhoven neemt deel aan het voortgezet algemeen overleg (VAO) Gewasbeschermingsmiddelen.,NA,/actueel/agenda/2021/05/20/vao-gewasbeschermingsmiddelen
Plenair debat Wijziging van de Wet milieubeheer 35626,,2021-05-20,Den Haag,,NA,/actueel/agenda/2021/05/20/plenair-debat-wijziging-van-de-wet-milieubeheer-35626
In ontvangstname rapport van Stichting Gedragswerk,,2021-05-20,via communicatietechnologie,Minister Slob neemt het rapport ‘De kracht om door te zetten’ van Stichting Gedragswerk in ontvangst. ,NA,/actueel/agenda/2021/05/20/in-ontvangstname-rapport-van-stichting-gedragswerk
"VSO Toezicht WSW 2019, strategisch programma WSW en governance corporatiesector",Kajsa Ollongren,2021-05-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/20/vso-toezicht-wsw-2019-strategisch-programma-wsw-en-governance-corporatiesector
Commissiedebat Telecommunicatie,,2021-05-20,Tweede Kamer,,NA,/actueel/agenda/2021/05/20/commissie-debat-telecommunicatie
Kennismaking met Thierry Aartsen,Hans Vijlbrief,2021-05-20,Tweede Kamer,,Gesprek,/actueel/agenda/2021/05/20/kennismaking-met-thierry-aartsen
VAO Arbeidsmarkt,,2021-05-20,Den Haag,VAO Arbeidsmarkt (arbeidsmarktbeleid/arbeidsmarktdiscriminatie/jongeren op de arbeidsmarkt).,NA,/actueel/agenda/2021/05/20/vao-arbeidsmarkt
Informele Ecofinraad,Wopke Hoekstra,2021-05-21,Lissabon (Portugal),,Internationale bijeenkomst,/actueel/agenda/2021/05/21/informele-ecofinraad
Onderraden en ministeriële overleggen,,2021-05-21,Den Haag,,NA,/actueel/agenda/2021/05/21/onderraden-en-ministeriele-overleggen
Side event TDA International Transport Forum Summit,,2021-05-21,Digitaal,,NA,/actueel/agenda/2021/05/21/side-event-tda-international-transport-forum-summit
G20 Global Health Summit,Mark Rutte,2021-05-21,via communicatietechnologie,,Internationale bijeenkomst,/actueel/agenda/2021/05/21/g20-global-health-summit
MKCO (Minister Korpschef Overleg),,2021-05-21,via communicatietechnologie,,NA,/actueel/agenda/2021/05/21/mkco-minister-korpschef-overleg
Gesprek over Private Koepel,,2021-05-21,via communicatietechnologie,Gesprek met de voorzitter van Aedes en de algemeen secretaris van Vereniging van Financieringsondernemingen (VFN) over Private ...,NA,/actueel/agenda/2021/05/21/gesprek-over-private-koepel
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag",2021-05-21,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/21/ministerraad
Gesprek NOC*NSF en sportbonden,,2021-05-21,via communicatietechnologie,Minister Van Ark heeft een gesprek inzake heropenen sport.,NA,/actueel/agenda/2021/05/21/gesprek-noc-nsf-en-sportbonden
Kennismakingsgesprek met nieuwe Kamerleden CU en CDA,,2021-05-21,via communicatietechnologie,,NA,/actueel/agenda/2021/05/21/kennismakingsgesprek-met-nieuwe-kamerleden-cu-en-cda
Bezoek aan Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-05-21,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/05/21/bezoek-aan-uitvoerings--en-herstelorganisatie-toeslagen-uht
Ondertekening bestuursakkoorden over Nationaal Programma Onderwijs,,2021-05-21,via communicatietechnologie,Minister Van Engelshoven is bij de ondertekening van het Bestuursakkoord NPO Onderzoek en het Bestuursakkoord NPO Middelbaar ...,NA,/actueel/agenda/2021/05/21/ondertekening-bestuursakkoorden-over-nationaal-programma-onderwijs
Gesprek met voorzitter van Indisch Platform,,2021-05-21,Den Haag,,NA,/actueel/agenda/2021/05/21/gesprek-met-voorzitter-van-indisch-platform
Strategiesessie in kader van bestrijding coronavirus,"Mark Rutte,",2021-05-22,"Catshuis, Den Haag",,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/22/strategiesessie-in-kader-van-bestrijding-coronavirus
Grand Final van het Eurovisie Songfestival,,2021-05-22,Rotterdam,,NA,/actueel/agenda/2021/05/22/grand-final-van-het-eurovisie-songfestival
Europese Raad,Mark Rutte,2021-05-24,Brussel,,Internationale bijeenkomst,/actueel/agenda/2021/05/24/europese-raad
Vragenuur + stemmingen,"Carola Schouten,",2021-05-25,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/25/vragenuur-en-stemmingen
Commissiedebat NAVO ministeriële bijeenkomst,,2021-05-25,Den Haag,De minister van Buitenlandse Zaken neemt deel aan het commissiedebat NAVO ministeriële bijeenkomst. ,NA,/actueel/agenda/2021/05/25/commissiedebat-navo-ministeriele-bijeenkomst-bijeenkomst
Bijeenkomst Private Koepels,Alexandra van Huffelen,2021-05-25,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/05/25/bijeenkomst-private-koepels
In ontvangst nemen rapport Verweij Jonkerinstituut,Kajsa Ollongren,2021-05-25,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Minister Ollongren neemt het rapport van het Verweij Jonkerinstituut in ontvangst.,Ontvangst,/actueel/agenda/2021/05/25/in-ontvangst-nemen-rapport-verweij-jonkerinstituut
Gesprek met KPN,,2021-05-25,Via communicatietechnologie,,NA,/actueel/agenda/2021/05/25/gesprek-met-kpn
Overleg minister-president en vice-mp's,Carola Schouten,2021-05-25,via communictietechnologie,,Gesprek,/actueel/agenda/2021/05/25/overleg-minister-president-en-vice-mps
Plenaire behandeling tijdelijke wet testbewijzen en tijdelijke wet internationaal personenverkeer COVID-19,,2021-05-25,Eerste Kamer,,NA,/actueel/agenda/2021/05/25/plenaire-behandeling-tijdelijke-wet-testbewijzen-en-tijdelijke-wet-internationaal-personenverkeer-covid-19
Dertigledendebat anti-islamsentimenten in de samenleving,,2021-05-25,Tweede Kamer,Minister Koolmees neemt deel aan het dertigledendebat over anti-islamsentimenten in de samenleving. ,NA,/actueel/agenda/2021/05/25/dertigledendebat-anti-islamsentimenten-in-de-samenleving
Commissiedebat Raad voor concurrentievermogen,,2021-05-25,Den Haag,,NA,/actueel/agenda/2021/05/25/commissiedebat-raad-voor-concurrentievermogen
Gesprek steunpakketten,,2021-05-25,Via communicatietechnologie,Minister Koolmees heeft een gesprek met minister Hoekstra over de steunpakketten.,NA,/actueel/agenda/2021/05/25/gesprek-steunpakketten
Gesprek over toezichtrelatie,,2021-05-25,via communicatietechnologie,Minister Koolmees heeft een overleg met vertegenwoordigers van De Nederlandsche Bank (DNB) en de Autoriteit Financiële Markten ...,NA,/actueel/agenda/2021/05/25/gesprek-over-toezichtrelatie
Onderraden en ministeriële overleggen,,2021-05-25,Via communicatietechnologie,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/25/onderraden-en-ministeriele-overleggen
Gesprek met twee huisartsenpraktijken over digitalisering,,2021-05-25,via communicatietechnologie,,NA,/actueel/agenda/2021/05/25/gesprek-met-twee-huisartsenpraktijken-over-digitalisering
Veiligheidsberaad,,2021-05-25,Utrecht,,NA,/actueel/agenda/2021/05/25/veiligheidsberaad
Gesprek met Oostenrijkse minister Klimaat en Mobiliteit,,2021-05-25,Amsterdam,Gesprek met minister Leonore Gewessler. ,NA,/actueel/agenda/2021/05/25/gesprek-met-oostenrijkse-minister-klimaat-en-mobiliteit
Opening lancering sehportaal.nl,,2021-05-25,via communicatietechnologie,,NA,/actueel/agenda/2021/05/25/opening-lancering-sehportaal.nl
Ministeriële Commissie COVID-19,"Kajsa Ollongren, Sigrid Kaag",2021-05-25,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/25/ministeriele-commissie-covid-19
Gesprek met voorzitter Raad voor de Rechtspraak,,2021-05-25,via communicatietechnologie,"Staatssecretaris Blokhuis spreekt met de voorzitter van de Raad voor de Rechtspraak, in het kader van de Jeugdwet. ",NA,/actueel/agenda/2021/05/25/gesprek-met-voorzitter-raad-voor-de-rechtspraak
Overleg over plannen perspectief voor jongeren,,2021-05-25,via communicatietechnologie,Bewindspersonenoverleg over de plannen van het middellange termijn team Jeugd over de impact van de corona-maatregelen op de ...,NA,/actueel/agenda/2021/05/25/voortgangsoverleg-over-plannen-perspectief-voor-jongeren
Landbouw en Visserijraad,Carola Schouten,2021-05-26,Brussel,,Internationale bijeenkomst,/actueel/agenda/2021/05/26/landbouw-en-visserijraad
Algemeen overleg coffeeshopbeleid,,2021-05-26,Den Haag,,NA,/actueel/agenda/2021/05/26/algemeen-overleg-coffeeshopbeleid
Debat over wijziging uitvoering verordening identiteitskaarten,,2021-05-26,Tweede Kamer,,NA,/actueel/agenda/2021/05/26/debat-over-wijziging-uitvoering-verordening-identiteitskaarten
Ministeriële Commissie COVID-19,Hans Vijlbrief,2021-05-26,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/26/ministeriele-commissie-covid-19
Gesprek over landelijke opvolging maatregelen uit inspectierapport Hümeyra,,2021-05-26,via communicatietechnologie,,NA,/actueel/agenda/2021/05/26/gesprek-over-landelijke-opvolging-maatregelen-uit-inspectierapport-humeyra
Oudergesprekken,Alexandra van Huffelen,2021-05-26,Rotterdam,,Gesprek,/actueel/agenda/2021/05/26/oudergesprekken
Ambassadeursbijeenkomst,Mark Rutte,2021-05-26,Den Haag,"(Virtuele) halfjaarlijkse ambassadeursbijeenkomst in het kader van het EU-voorzitterschap, dat nu bij Portugal ligt.",Internationale bijeenkomst,/actueel/agenda/2021/05/26/ambassadeursbijeenkomst
Commissiedebat gesubsidieerde rechtsbijstand,,2021-05-26,Tweede Kamer,,NA,/actueel/agenda/2021/05/26/commissiedebat-gesubsidieerde-rechtsbijstand
Onderraden en ministeriële overleggen,Mark Rutte,2021-05-26,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/26/onderraden-en-ministeriele-overleggen
Bestuurlijk overleg VO-raad,,2021-05-26,via communicatietechnologie,De VO-raad is een Nederlandse belangenorganisatie van schoolbesturen en scholen in het voortgezet onderwijs.,NA,/actueel/agenda/2021/05/26/bestuurlijk-overleg-vo-raad
Gastcollege Hogeschool van Amsterdam,Sigrid Kaag,2021-05-26,Amsterdam,,Werkbezoek,/actueel/agenda/2021/05/26/gastcollege-hogeschool-van-amsterdam
Gesprek met branchevereniging ASV en EOC,,2021-05-26,via communicatietechnologie,Gesprek over jaarverplichting biobrandstoffen binnenvaart met de Algemeene Schippers Vereeniging (ASV) en EOC.,NA,/actueel/agenda/2021/05/26/gesprek-met-branchevereniging-asv-en-eoc
Minister Ollongren heeft een gesprek met een kandidaat-burgemeester,Kajsa Ollongren,2021-05-26,Via digitale communicatietechnologie,Minister Ollongren heeft een gesprek met een kandidaat-burgemeester.,Gesprek,/actueel/agenda/2021/05/26/minister-ollongren-heeft-een-gesprek-met-een-kandidaat-burgemeester
Gesprek over arbeids- en kennismigratie,,2021-05-26,via communicatietechnologie,Staatssecretaris Broekers-Knol gaat in gesprek met VNO-NCW en MKB-Nederland over arbeids- en kennismigratie.,NA,/actueel/agenda/2021/05/26/gesprek-over-arbeids--en-kennismigratie
Gesprek over Internationaal Transport Forum,,2021-05-26,via communicatietechnologie,Gesprek met internationale ministers over het Internationaal Transport Forum (ITF).,NA,/actueel/agenda/2021/05/26/gesprek-over-internationaal-transport-forum
Overleg met bestuur van JOB Mbo,,2021-05-26,via communicatietechnologie,,NA,/actueel/agenda/2021/05/26/overleg-met-bestuur-van-job-mbo
Gesprek met lerarenraad van het lerarencollectief,,2021-05-26,via communictietechnologie,,NA,/actueel/agenda/2021/05/26/gesprek-met-lerarenraad-van-het-lerarencollectief
Verzamel-commissiedebat Koninkrijksrelaties,,2021-05-26,Tweede Kamer,,NA,/actueel/agenda/2021/05/26/verzamel-commissiedebat
Gesprek met de Coalition of the Willing,,2021-05-26,Via digitale communicatietechnologie,Staatssecretaris Knops heeft een gesprek met de Coalition of the Willing.,NA,/actueel/agenda/2021/05/27/coalition-of-the-willing
In ontvangst nemen handboek gemeenterecht,Kajsa Ollongren,2021-05-26,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Minister Ollongren neemt het handboek gemeenterecht in ontvangst.,Ontvangst,/actueel/agenda/2021/05/26/in-ontvangst-nemen-handboek-gemeenterecht
Commissiedebat Transportraad,,2021-05-26,Tweede Kamer,,NA,/actueel/agenda/2021/05/26/commissiedebat-transportraad
Leefomgeving Zuidwest-Nederland,,2021-05-26,via communicatietechnologie,,NA,/actueel/agenda/2021/05/26/leefomgeving-zuidwest-nederland
Commissiedebat Arbeidsmarktbeleid in de zorg,,2021-05-26,Den Haag,,NA,/actueel/agenda/2021/05/26/commissiedebat-arbeidsmarktbeleid-in-de-zorg
Gesprek met Nederlandse Organisatie Voor de Energiebranche,,2021-05-26,via communicatietechnologie,Gesprek over jaarverplichting biobrandstoffen binnenvaart met de Nederlandse Organisatie Voor de Energiebranche (NOVE).,NA,/actueel/agenda/2021/05/26/gesprek-met-nederlandse-organisatie-voor-de-energiebranche-nove
Werkbezoek Expertisebureau Online Kindermisbruik (EOKM),,2021-05-27,Amsterdam,,NA,/actueel/agenda/2021/05/27/werkbezoek-expertisebureau-online-kindermisbruik-eokm
Gesprek met werkgevers over het voorkomen van files,,2021-05-27,via communicatietechnologie,,NA,/actueel/agenda/2021/05/27/gesprek-met-werkgevers-over-het-voorkomen-van-files
Persconferentie over het steunpakket,,2021-05-27,Den Haag,Minister Koolmees neemt samen met minister Hoekstra en minister Blok deel aan de persconferentie over het steunpakket.,NA,/actueel/agenda/2021/05/27/persconferentie-over-het-steunpakket
Debat over Wvggz (Wet verplichte ggz) / Wzd (Wet zorg en dwang),,2021-05-27,Den Haag,Staatssecretaris Blokhuis en minister Van Ark zijn aanwezig bij het plenair debat over Wvggz (Wet verplichte ggz) en Wzd (Wet ...,Kamervergadering,/actueel/agenda/2021/05/27/debat-over-wvggz-en-wzd
Tweeminutendebat funderend onderwijs en corona,,2021-05-27,Den Haag,,NA,/actueel/agenda/2021/05/27/tweeminutendebat-funderend-onderwijs-en-corona
Conferentie strafmaat jeugd en adolescenten,,2021-05-27,via communicatietechnologie,,NA,/actueel/agenda/2021/05/27/conferentie-strafmaat-jeugd-en-adolescenten
Gymnich (informele Raad Buitenlandse Zaken in Lissabon),,2021-05-27,Lissabon (Portugal),De minister van Buitenlandse Zaken neemt deel aan de Gymnich (informele Raad Buitenlandse Zaken in Lissabon).,NA,/actueel/agenda/2021/05/27/gymnich
Gesprek met theaterproducent over initiatieven in de culturele sector,,2021-05-27,via communicatietechnologie,,NA,/actueel/agenda/2021/05/27/gesprek-met-theaterproducent-over-initiatieven-in-de-culturele-sector
Gesprek over steunpakketten,Hans Vijlbrief,2021-05-27,Den Haag,,Gesprek,/actueel/agenda/2021/05/27/gesprek-over-steunpakketten
Raad voor Concurrentievermogen (Markt en Industrie),,2021-05-27,Brussel,,NA,/actueel/agenda/2021/05/27/raad-voor-concurrentievermogen
Gesprek over de bestuurlijke situatie in Limburg,Kajsa Ollongren,2021-05-27,Heerlen,Minister Ollongren heeft een gesprek met een aantal burgemeesters en Remkes over de bestuurlijke situatie in Limburg.,Gesprek,/actueel/agenda/2021/05/27/gesprek-over-de-bestuurlijke-situatie-in-limburg
Commissiedebat Noodhulp,Sigrid Kaag,2021-05-27,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/05/27/commissiedebat-noodhulp
Gesprek voorzitter Raad voor Cultuur,,2021-05-27,via communicatietechnologie,Minister Slob heeft een gesprek met de voorzitter van de Raad voor Cultuur over het advies omroeperkenningen.,NA,/actueel/agenda/2021/05/27/gesprek-voorzitter-raad-voor-cultuur
Programma Geweld Hoort Nergens Thuis,,2021-05-27,via communicatietechnologie,Minister Dekker (J&V) gaat in overleg met staatssecretaris Blokhuis (VWS) over het programma Geweld Hoort Nergens Thuis. ,NA,/actueel/agenda/2021/05/27/programma-geweld-hoort-nergens-thuis
Informele RBZ Defensie,,2021-05-27,"Lissabon, Portugal",Informele RBZ Defensie + informal meeting on peace and security with African regional organisations.,NA,/actueel/agenda/2021/05/27/informele-rbz-defensie
Commissiedebat Taakdifferentiatie brandweer en crisisbeheersing,,2021-05-27,Tweede Kamer,,NA,/actueel/agenda/2021/05/27/commissiedebat-taakdifferentiatie-brandweer-en-crisisbeheersing
Gesprek met Fortescue Future Industries,,2021-05-27,Den Haag,,NA,/actueel/agenda/2021/05/27/gesprek-met-fortescue-future-industries
Commissiedebat funderend onderwijs en corona,,2021-05-27,Den Haag,"Commissiedebat over funderend onderwijs en corona inzake het loslaten van de 1,5 meter afstandsmaatregelen in het voortgezet ...",NA,/actueel/agenda/2021/05/27/commissiedebat-funderend-onderwijs-en-corona
Regulier overleg MBO Raad,,2021-05-27,via communicatietechnologie,,NA,/actueel/agenda/2021/05/27/regulier-overleg-mbo-raad-kopie
Commissiedebat Hersteloperatie kinderopvangtoeslag,Alexandra van Huffelen,2021-05-27,Den Haag,Meer informatie over deze bijeenkomst vindt u op de site van de Tweede Kamer.,Kamervergadering,/actueel/agenda/2021/05/27/commissiedebat-hersteloperatie-kinderopvangtoeslag
Commissiedebat mensenhandel en prostitutie,,2021-05-27,Tweede Kamer,,NA,/actueel/agenda/2021/05/27/commissiedebat-mensenhandel-en-prostitutie
Werkbezoek aan Heerlen,Kajsa Ollongren,2021-05-27,Heerlen,Minister Ollongren brengt een werkbezoek aan Heerlen in het kader van regiodeal en leefbaarheid.,Gesprek,/actueel/agenda/2021/05/27/werkbezoek-aan-heerlen
Bestuurlijk overleg steunpakketten,,2021-05-27,Via communicatietechnologie,Minister Koolmees heeft een bestuurlijk overleg met minister Blok en sociale partners over de steunpakketten.,NA,/actueel/agenda/2021/05/27/bestuurlijk-overleg-steunpakketten
Commissiedebat Circulaire economie,,2021-05-27,Tweede Kamer,,NA,/actueel/agenda/2021/05/27/commissiedebat-circulaire-economie
Gesprek met de Belarussische oppositieleider Svetlana Tichanovskaja,"Mark Rutte, Sigrid Kaag",2021-05-28,Den Haag,,Gesprek,/actueel/agenda/2021/05/28/gesprek-met-de-belarussische-oppositieleider
Formele Europese Raad voor Concurrentievermogen,,2021-05-28,Brussel,,NA,/actueel/agenda/2021/05/28/formele-europese-raad-voor-concurrentievermogen
Bezoek aan Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-05-28,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/05/28/bezoek-aan-uitvoerings--en-herstelorganisatie-toeslagen-uht
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2021-05-28,Den Haag,De ministerraad heeft de  agenda vastgesteld. Na afloop van de ministerraad is de  besluitenlijst gepubliceerd.,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/05/28/ministerraad
