activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Gesprek met minister-president van Curaçao en gevolmachtigd minister,Alexandra van Huffelen,2022-01-20,Online,,Gesprek,/actueel/agenda/2022/01/20/gesprek-met-minister-president-van-curacao-en-gevolmachtigd-minister
Gesprek minister Kaag en minister-president Rutte,Sigrid Kaag,2022-01-20,Den Haag,,Gesprek,/actueel/agenda/2022/01/20/gesprek-minister-kaag-en-minister-president-rutte
Kennismaking met Tweede Kamerlid Derk Boswijk,Christophe van der Maat,2022-01-20,Den Haag,Staatssecretaris Van der Maat heeft een kennismakingsgesprek met Tweede Kamerlid Derk Boswijk. ,Gesprek,/actueel/agenda/2022/01/20/kennismaking-met-tweede-kamerlid-derk
"Kennismaking met voorzitter Klimaatraad, Ed Nijpels",Rob Jetten,2022-01-20,Digitaal,,Gesprek,/actueel/agenda/2022/01/20/kennismaking-ed-nijpels
Gesprek met minister-president van Aruba en gevolmachtigd minister,Alexandra van Huffelen,2022-01-20,Online,,Gesprek,/actueel/agenda/2022/01/20/gesprek-met-minister-president-van-aruba-en-gevolmachtigd-minister
Debat coronavirus,"Mark Rutte, Dilan Yeşilgöz-Zegerius, Ernst Kuipers",2022-01-20,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/01/20/debat-coronavirus
Belafspraken met wethouders,Carola Schouten,2022-01-20,via communicatietechnologie,"Minister Schouten heeft verschillende belafspraken met de wethouders van Amsterdam en Rotterdam, Rutger Groot Wassink en Michiel ...",Gesprek,/actueel/agenda/2022/01/20/belafspraken-met-wethouders
Overleg over Jeugdzorg,"Hanke Bruins Slot, Marnix van Rij",2022-01-20,Online,Minister Bruins Slot heeft een overleg met de staatssecretarissen van Financiën en VWS over Jeugdzorg.,Gesprek,/actueel/agenda/2022/01/20/overleg-over-jeugdzorg
Kennismaking met Tweede Kamerlid Alexander Hammelburg,Christophe van der Maat,2022-01-20,Den Haag,Staatssecretaris Van der Maat heeft een kennismakingsgesprek met Tweede Kamerlid Alexander Hammelburg.  ,Gesprek,/actueel/agenda/2022/01/20/kennismaking-met-tweede-kamerlid-alexander-hammelburg
Werkbezoek Centrum voor Kunst en Cultuur Cultura,Gunay Uslu,2022-01-20,Ede,Staatssecretaris Uslu brengt een werkbezoek aan Cultura in het kader van cultuurparticipatie.,Werkbezoek,/actueel/agenda/2022/01/20/werkbezoek-centrum-voor-kunst-en-cultuur-cultura
Kennismaking met president Algemene Rekenkamer,Hanke Bruins Slot,2022-01-20,Den Haag,,Gesprek,/actueel/agenda/2022/01/20/kennismaking-met-president-algemene-rekenkamer
Werkbezoek aan Stanislascollege,,2022-01-20,Delft,Minister Wiersma gaat langs bij het Stanislascollege in Delft en spreekt onder andere over techniekonderwijs.,NA,/actueel/agenda/2022/01/20/werkbezoek-stanislascollege
Werkbezoek Flexwonen,Hugo de Jonge,2022-01-20,Gouda en Montfort,,Werkbezoek,/actueel/agenda/2022/01/20/werkbezoek-flexwonen
Werkbezoek aan Penitentiaire Inrichting De Schie,Franc Weerwind,2022-01-20,Rotterdam,,Werkbezoek,/actueel/agenda/2022/01/20/werkbezoek-aan-penitentiaire-inrichting-de-schie
Gesprek met groep jonge wetenschappers,Robbert Dijkgraaf,2022-01-20,Online,Minister Dijkgraaf spreekt met een groep jonge wetenschappers over de problemen waar zij tegenaan lopen in hun werk.,Gesprek,/actueel/agenda/2022/01/20/gesprek-met-groep-jonge-wetenschappers
Inontvangstname boek Operatie Wooncoöperatie,Hugo de Jonge,2022-01-20,Online,,Evenement,/actueel/agenda/2022/01/20/inontvangstname-boek-operatie-wooncooperatie
Kennismaking met Nederlandse Vereniging voor Psychiatrie,Conny Helder,2022-01-20,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/20/kennismaking-met-nederlandse-vereniging-voor-psychiatrie
Gesprek met minister-president van Sint Maarten en gevolmachtigd minister,Alexandra van Huffelen,2022-01-20,Online,,Gesprek,/actueel/agenda/2022/01/20/gesprek-met-minister-president-van-sint-maarten-en-gevolmachtigd-minister
European Conference on Border Management,Eric van der Burg,2022-01-20,Litouwen,,Internationale bijeenkomst,/actueel/agenda/2022/01/20/european-conference-on-border-management
Informele Energieraad,Rob Jetten,2022-01-21,"Amiens, Frankrijk",,Internationale bijeenkomst,/actueel/agenda/2022/01/21/informele-energieraad
Briefing veiligheidsbewustzijn,"Karien van Gennip, Vivianne Heijnen",2022-01-21,Den Haag,Briefing veiligheidsbewustzijn van de AIVD en de NCTV.,Gesprek,/actueel/agenda/2022/01/21/briefing-veiligheidsbewustzijn
Werkbezoek aan politie en BOA’s,Dilan Yeşilgöz-Zegerius,2022-01-21,Utrecht,,Werkbezoek,/actueel/agenda/2022/01/21/werkbezoek-aan-politie-en-boas
Bespreken coronamaatregelen horeca,Karien van Gennip,2022-01-21,Den Haag,Minister Van Gennip spreekt minister Adriaansens en Jacco Vonhof (MKB-Nederland) over de coronamaatregelen in de horeca.,Gesprek,/actueel/agenda/2022/01/21/bespreken-coronamaatregelen-horeca
Gesprek met KHN (Koninklijke Horeca Nederland) en MKB-NL over de coronamaatregelen,Micky Adriaansens,2022-01-21,Digitaal,,Gesprek,/actueel/agenda/2022/01/21/gesprek-met-koninklijke-horeca-nederland-en-mkb-nl-over-de-coronamaatregelen
Extra veiligheidsberaad,Dilan Yeşilgöz-Zegerius,2022-01-21,via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2022/01/21/extra-veiligheidsberaad
Conference call over OMT-advies met NCTV,Karien van Gennip,2022-01-21,via communicatietechnologie,Minister Van Gennip spreekt met de NCTV over het OMT-advies over corona(maatregelen).,Gesprek,/actueel/agenda/2022/01/21/conference-call-over-omt-advies-met-nctv
Kennismaking met Permanente Vertegenwoordiging EU en plaatsvervanger,"Carola Schouten, Hanke Bruins Slot, Robbert Dijkgraaf, Mark Harbers, Karien van Gennip, Hugo de Jonge, Alexandra van Huffelen, Gunay Uslu, Vivianne Heijnen",2022-01-21,Den Haag,,Gesprek,/actueel/agenda/2022/01/21/kennismaking-met-permanente-vertegenwoordiging-eu
Gesprek met voorzitter Raad van Bestuur NPO,Gunay Uslu,2022-01-21,Via communicatietechnologie,Staatssecretaris Uslu gaat in gesprek met de voorzitter van de Raad van Bestuur van de NPO over grensoverschrijdend gedrag.,Gesprek,/actueel/agenda/2022/01/21/gesprek-met-voorzitter-raad-van-bestuur-npo
Ministerraad,"Mark Rutte, Sigrid Kaag, Wopke Hoekstra, Carola Schouten, Dilan Yeşilgöz-Zegerius, Hanke Bruins Slot, Robbert Dijkgraaf, Kajsa Ollongren, Mark Harbers, Micky Adriaansens, Karien van Gennip, Ernst Kuipers, Liesje Schreinemacher, Franc Weerwind, Hugo de Jonge, Rob Jetten, Christianne van der Wal-Zeggelink, Conny Helder, Alexandra van Huffelen, Gunay Uslu, Marnix van Rij",2022-01-21,Den Haag,Minister-president Rutte heeft na de ministerraad een persconferentie gegeven. De video toont de inleidende verklaring. Met onder ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/01/21/ministerraad
Werkbezoek i.h.k.v. glastuinbouw,,2022-01-21,Duijvestein,,NA,/actueel/agenda/2022/01/21/werkbezoek-i.h.k.v.-glastuinbouw
In ontvangstname brandbrief Glastuinbouw NL,,2022-01-21,Den Haag,,NA,/actueel/agenda/2022/01/21/in-ontvangstname-brandbrief-glastuinbouw-nl
Telefonische terugkoppeling Veiligheidsberaad,Karien van Gennip,2022-01-24,via communicatietechnologie,"Minister Van Gennip neemt deel aan een gesprek met minister Yeşilgöz-Zegerius, minister Adriaansens, minister Helder, ...",Gesprek,/actueel/agenda/2022/01/24/telefonische-terugkoppeling-veiligheidsberaad
Kennismaking met president-directeur van NS,Vivianne Heijnen,2022-01-24,Den Haag,,Gesprek,/actueel/agenda/2022/01/24/kennismaking-met-president-directeur-van-ns
Kennismaking met voorzitter SER,Robbert Dijkgraaf,2022-01-24,Den Haag,Minister Dijkgraaf maakt kennis met de voorzitter van de Sociaal-Economische Raad (SER).,Gesprek,/actueel/agenda/2022/01/24/kennismaking-voorzitter-ser
Werkbezoek Gelderse Vallei en kennismakingsbijeenkomst stakeholders,Christianne van der Wal-Zeggelink,2022-01-24,Hierden-Ede,"Werkbezoek Gelderse Vallei + kennismakingsbijeenkomst Stakeholders SBB, René Verhulst, burgemeester Ede (CDA), Edward Stigter, ...",Werkbezoek,/actueel/agenda/2022/01/24/werkbezoek-gelderse-vallei-en-kennismakingsbijeenkomst-stakeholders
Ontvangst van ambassadeur Pradeep Kumar Rawat,Mark Rutte,2022-01-24,Den Haag,Minister-president Rutte heeft een afscheidsgesprek met ambassadeur Pradeep Kumar Rawat van India.,Ontvangst,/actueel/agenda/2022/01/24/ontvangst-van-ambassadeur-pradeep-kumar-rawat
Gesprek over Schiphol,Mark Harbers,2022-01-24,Den Haag,Minister Harbers spreekt met minister Van der Wal over Schiphol.,Gesprek,/actueel/agenda/2022/01/24/gesprek-over-schiphol
Bewindspersonenstaf,Karien van Gennip,2022-01-24,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/24/bewindspersonenstaf
Werkbezoek aan Uitvoeringsorganisatie Herstel Toeslagen,,2022-01-24,Utrecht,Voor meer informatie: Sonja van der Graaf (06- 29647422).,NA,/actueel/agenda/2022/01/24/werkbezoek-aan-uitvoeringsorganisatie-herstel-toeslagen
Wetgevingsoverleg wijziging Meststoffenwet,,2022-01-24,Tweede Kamer,Wetgevingsoverleg over de wijziging van de Meststoffenwet in verband met het begrip melkvee en enkele andere wijzigingen ...,NA,/actueel/agenda/2022/01/24/wetgevingsoverleg-wijziging-meststoffenwet
Gesprek met de Koning,Mark Rutte,2022-01-24,Den Haag,Minister-president Rutte heeft zijn wekelijkse gesprek met de Koning.,Gesprek,/actueel/agenda/2022/01/24/gesprek-met-de-koning
Livesessie over het onderwijs,,2022-01-24,Via communicatietechnologie,Minister Wiersma gaat live op Instagram om in gesprek te gaan over het onderwijs. Deelnemers dragen zelf onderwerpen aan en ...,NA,/actueel/agenda/2022/01/24/livesessie-op-instagram
Raad Buitenlandse Zaken,Wopke Hoekstra,2022-01-24,Brussel (België),Minister Hoekstra neemt deel aan de Raad Buitenlandse Zaken in Brussel.,Internationale bijeenkomst,/actueel/agenda/2022/01/24/raad-buitenlandse-zaken
Veiligheidsberaad,Dilan Yeşilgöz-Zegerius,2022-01-24,Utrecht,,Bestuurlijk overleg,/actueel/agenda/2022/01/24/veiligheidsberaad
Werkbezoek aan Sportpark Galecop,Conny Helder,2022-01-24,Nieuwegein,minister Helder bezoekt Sportpark Galecop dat zich focust op jongvolwassenen in de amateursport. Tevens bespreking lokale ...,Werkbezoek,/actueel/agenda/2022/01/24/werkbezoek-aan-sportpark-galecop
Kennismaking met Interprovinciaal Overleg,"Micky Adriaansens, Rob Jetten",2022-01-24,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/24/kennismaking-met-interprovinciaal-overleg
Gesprek met Interprovinciaal Overleg over Omgevingswet,Hugo de Jonge,2022-01-24,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/24/gesprek-met-ipo-over-omgevingswet
Gesprek met Eurocommissaris voor Justitie,Mark Rutte,2022-01-24,Via communicatietechnologie,"Minister-president Rutte heeft een gesprek met Didier Reynders, Eurocommissaris voor Justitie.",Gesprek,/actueel/agenda/2022/01/24/gesprek-met-eurocommissaris-voor-justitie
Uitreiking museumpenning,Gunay Uslu,2022-01-24,Amsterdam,Staatssecretaris Uslu reikt de Museummedaille uit.,Evenement,/actueel/agenda/2022/01/24/uitreiking-museumpenning
Werkbezoek Jeugdgezondheidszorg GGDHM,Maarten van Ooijen,2022-01-24,Via communicatietechnologie,Bijgepraat over de jeugdgezondheidszorg door medewerkers van de ggdhm.,Werkbezoek,/actueel/agenda/2022/01/24/werkbezoek-jeugdgezondheidszorg-ggdhm
Bestuurlijk overleg coronamaatregelen,Karien van Gennip,2022-01-24,via communicatietechnologie,Minister Van Gennip spreekt minister Adriaansens en de sociale partners over de coronamaatregelen.,Bestuurlijk overleg,/actueel/agenda/2022/01/24/bo-coronamaatregelen
Kennismaking met Interprovinciaal Overleg en Unie van Waterschappen,Hugo de Jonge,2022-01-24,Den Haag,,Gesprek,/actueel/agenda/2022/01/24/kennismaking-met-interprovinciaal-overleg-en-unie-van-waterschappen
Werkbezoek Edith Stein College,,2022-01-24,Den Haag,Minister Wiersma gaat langs bij het Edith Stein College in Den Haag en spreekt onder andere over examens.,NA,/actueel/agenda/2022/01/24/werkbezoek-edith-stein-college
Belafspraak met wethouder Linda Voortman,Carola Schouten,2022-01-24,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/24/belafspraak-met-wethouder-linda-voortman
Bestuurlijk overleg coronamaatregelen cultuursector,Gunay Uslu,2022-01-24,Via communicatietechnologie,Staatssecretaris Uslu heeft een terugkoppelingsgesprek met de de Taskforce culturele en creatieve sector om hen te informeren ...,Bestuurlijk overleg,/actueel/agenda/2022/01/24/bestuurlijk-overleg-coronamaatregelen-cultuursector
Overleg met Koninklijke Horeca Nederland,Karien van Gennip,2022-01-24,via communicatietechnologie,Minister Van Gennip neemt deel aan een overleg met Konkinklijke Horeca Nederland en minister Adriaansens.,Gesprek,/actueel/agenda/2022/01/24/overleg-met-koninklijke-horeca-nederland
Bewindsliedenoverleg corona,"Mark Rutte, Ernst Kuipers",2022-01-24,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/01/24/bewindsliedenoverleg-corona
Digitaal werkbezoek rondom de Voorzieningenwijzer,Carola Schouten,2022-01-24,via communicatietechnologie,,Werkbezoek,/actueel/agenda/2022/01/24/digitaal-werkbezoek-rondom-de-voorzieningenwijzer
MKCO (Minister Korpschef Overleg),Dilan Yeşilgöz-Zegerius,2022-01-24,Den Haag,Minister Yeşilgöz-Zegerius was aanwezig.,Bestuurlijk overleg,/actueel/agenda/2022/01/24/mkco
Uitreiking  Reservisten werkgeversaward,Christophe van der Maat,2022-01-24,communicatietechnologie,,Evenement,/actueel/agenda/2022/01/24/uitreiking-reservisten-werkgeversaward
Breed corona-overleg,"Mark Rutte, Sigrid Kaag, Hanke Bruins Slot, Robbert Dijkgraaf, Micky Adriaansens, Karien van Gennip, Ernst Kuipers, Conny Helder, Gunay Uslu",2022-01-24,"Catshuis, Den Haag",,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/01/24/catshuissessie-covid-19
Onderraden en ministeriële overleggen,"Mark Rutte, Kajsa Ollongren, Dilan Yeşilgöz-Zegerius, Hanke Bruins Slot",2022-01-25,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/01/25/onderraden-en-ministeriele-overleggen
Kennismaking met Tweede Kamerlid Jasper van Dijk,Christophe van der Maat,2022-01-25,communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/24/kennismaking-met-tweede-kamerlid-jasper-van-dijk
Kennismaking vaste Kamercommissie OCW,"Robbert Dijkgraaf, Gunay Uslu",2022-01-25,Den Haag,Ministers Wiersma en Dijkgraaf en staatssecretaris Uslu maken kennis met de leden van de vaste Kamercommissie voor OCW van de ...,Gesprek,/actueel/agenda/2022/01/25/kennismaking-vaste-kamercommissie-ocw
Bestuurlijk overleg over coronamaatregelen met onderwijspartners,,2022-01-25,via communicatietechnologie,Overleg met bestuurlijke partners uit het onderwijs over de coronamaatregelen die raken aan onderwijs.,NA,/actueel/agenda/2022/01/25/bestuurlijk-overleg-over-de-coronamaatregelen-met-onderwijspartners
Gesprek met rijksvertegenwoordiger in Caribisch Nederland,Alexandra van Huffelen,2022-01-25,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/25/gesprek-met-rijksvertegenwoordiger-in-caribisch-nederland
Overleg minister-president en viceministers-presidenten,Mark Rutte,2022-01-25,Den Haag,,Bestuurlijk overleg,/actueel/agenda/2022/01/25/overleg-minister-president-en-viceministers-presidenten
Plenair debat Verandering in de Grondwet,Hanke Bruins Slot,2022-01-25,Tweede Kamer,Plenair debat Verandering in de Grondwet opnemen van bepaling over een door niet ingezetenen gekozen kiescollege voor de ...,Kamervergadering,/actueel/agenda/2022/01/25/plenair-debat-verandering-in-de-grondwet
Commissiedebat Wadden,"Mark Harbers, Rob Jetten, Christianne van der Wal-Zeggelink, Hans Vijlbrief",2022-01-25,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/01/25/commissiedebat-wadden
Bestuurlijke overleg over ventilatie,,2022-01-25,via communicatietechnologie,"Minister Wiersma spreekt met een aantal bestuurlijke partners (VO-raad, PO-Raad,  Lerarencollectief, AOb, CNV, FvOv, LAKS, Ouders ...",NA,/actueel/agenda/2022/01/25/bestuurlijke-overleg
Kennismaking met Tweede Kamerlid Chris Stoffer,Christophe van der Maat,2022-01-25,Den Haag,Staatssecretaris Van der Maat heeft een kennismakingsgesprek met Tweede Kamerlid Chris Stoffer. ,Gesprek,/actueel/agenda/2022/01/25/kennismaking-met-tweede-kamerlid-chris-stoffer
Gesprek met minister-president Estland,Mark Rutte,2022-01-25,Via communicatietechnologie,Minister-president Rutte heeft een gesprek met minister-president Kallas van Estland.,Gesprek,/actueel/agenda/2022/01/25/gesprek-met-minister-president-estland
Bijwonen herdenkingsdienst,Hanke Bruins Slot,2022-01-25,Eerste Kamer,Minister Bruins-Slot is bij de herdenkingsdienst van Ed van Thijn.,Kamervergadering,/actueel/agenda/2022/01/25/bijwonen-herdenkingsdienst
Werkbezoek aan proeftuin vanwege verduurzaming gebouwde omgeving,Hugo de Jonge,2022-01-25,Rotterdam,,Werkbezoek,/actueel/agenda/2022/01/25/werkbezoek-aan-proeftuin-vanwege-verduurzaming-gebouwde-omgeving
Gesprek met vertegenwoordigers van de Kenniscoalitie,Robbert Dijkgraaf,2022-01-25,Den Haag,Minister Dijkgraaf en minister Adriaansens spreken met de vertegenwoordigers van de Kenniscoalitie over de plannen van de ...,Gesprek,/actueel/agenda/2022/01/25/gesprek-met-vertegenwoordigers-van-de-kenniscoalitie
Kennismaking met verschillende Kamerleden,Dilan Yeşilgöz-Zegerius,2022-01-25,Den Haag,Minister Yeşilgöz-Zegerius heeft kennisgemaakt met verschillende Kamerleden: VVD-Kamerlid Blécourt-Wouterse SGP-Kamerlid Van Dijk ...,Gesprek,/actueel/agenda/2022/01/25/kennismaking-met-kamerleden
Ministeriële Commissie COVID-19,"Sigrid Kaag, Dilan Yeşilgöz-Zegerius, Hanke Bruins Slot, Robbert Dijkgraaf, Kajsa Ollongren, Mark Harbers, Micky Adriaansens, Karien van Gennip, Ernst Kuipers, Franc Weerwind, Hugo de Jonge, Gunay Uslu, Vivianne Heijnen",2022-01-25,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/01/25/ministeriele-commissie-covid-19
Vertrouwelijke vergadering Air France-KLM,Sigrid Kaag,2022-01-25,Eerste Kamer,,Kamervergadering,/actueel/agenda/2022/01/25/vertrouwelijke-vergadering-air-france-klm
Kennismaking met Commissie van Financiën Eerste Kamer,Marnix van Rij,2022-01-25,Eerste Kamer,,Gesprek,/actueel/agenda/2022/01/25/kennismaking-met-commissie-van-financien-eerste-kamer
Kennismaking met verschillende Kamerleden,Franc Weerwind,2022-01-25,Den Haag,Minister Weerwind heeft kennisgemaakt heeft kennisgemaakt met verschillende Kamerleden: D66-Kamerlid Sjoerdsma D66-Kamerleden ...,Gesprek,/actueel/agenda/2022/01/25/kennismaking-kamerleden
Raad Algemene Zaken,Wopke Hoekstra,2022-01-25,Brussel (België),Minister Hoekstra neemt deel aan de Raad Algemene Zaken in Brussel.,Internationale bijeenkomst,/actueel/agenda/2022/01/25/raad-algemene-zaken
Kennismaking met MKB-Nederland,Rob Jetten,2022-01-25,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/25/kennismaking-met-mkb--nederland
Vragenuur,Rob Jetten,2022-01-25,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/01/25/vragenuur
Kennismaking met Noord-Hollandse gedeputeerde (Milieu),Vivianne Heijnen,2022-01-25,via communicatietechnologie,,Gesprek,/actueel/agenda/2022/01/25/kennismaking-met-noord-hollandse-gedeputeerde
